18		
2 255 255 0 0 0	30	0
2 255 255 0 0 0	29.88584094	2.614672282
2 255 255 0 0 0	29.54423259	5.20944533
2 255 255 0 0 0	28.97777479	7.764571353
2 255 255 0 0 0	28.19077862	10.2606043
2 255 255 0 0 0	27.18923361	12.67854785
2 255 255 0 0 0	25.98076211	15
2 255 255 0 0 0	24.57456133	17.20729309
2 255 255 0 0 0	22.98133329	19.28362829
2 255 255 0 0 0	21.21320344	21.21320344
2 255 255 0 0 0	19.28362829	22.98133329
2 255 255 0 0 0	17.20729309	24.57456133
2 255 255 0 0 0	15	25.98076211
2 255 255 0 0 0	12.67854785	27.18923361
2 255 255 0 0 0	10.2606043	28.19077862
2 255 255 0 0 0	7.764571353	28.97777479
2 255 255 0 0 0	5.20944533	29.54423259
2 255 255 0 0 0	2.614672282	29.88584094
