18		
2 255 255 0 0 0	60	0
2 255 255 0 0 0	59.77168189	5.229344565
2 255 255 0 0 0	59.08846518	10.41889066
2 255 255 0 0 0	57.95554958	15.52914271
2 255 255 0 0 0	56.38155725	20.5212086
2 255 255 0 0 0	54.37846722	25.3570957
2 255 255 0 0 0	51.96152423	30
2 255 255 0 0 0	49.14912266	34.41458618
2 255 255 0 0 0	45.96266659	38.56725658
2 255 255 0 0 0	42.42640687	42.42640687
2 255 255 0 0 0	38.56725658	45.96266659
2 255 255 0 0 0	34.41458618	49.14912266
2 255 255 0 0 0	30	51.96152423
2 255 255 0 0 0	25.3570957	54.37846722
2 255 255 0 0 0	20.5212086	56.38155725
2 255 255 0 0 0	15.52914271	57.95554958
2 255 255 0 0 0	10.41889066	59.08846518
2 255 255 0 0 0	5.229344565	59.77168189
