18		
2 255 255 0 0 0	50	0
2 255 255 0 0 0	49.8097349	4.357787137
2 255 255 0 0 0	49.24038765	8.682408883
2 255 255 0 0 0	48.29629131	12.94095226
2 255 255 0 0 0	46.98463104	17.10100717
2 255 255 0 0 0	45.31538935	21.13091309
2 255 255 0 0 0	43.30127019	25
2 255 255 0 0 0	40.95760221	28.67882182
2 255 255 0 0 0	38.30222216	32.13938048
2 255 255 0 0 0	35.35533906	35.35533906
2 255 255 0 0 0	32.13938048	38.30222216
2 255 255 0 0 0	28.67882182	40.95760221
2 255 255 0 0 0	25	43.30127019
2 255 255 0 0 0	21.13091309	45.31538935
2 255 255 0 0 0	17.10100717	46.98463104
2 255 255 0 0 0	12.94095226	48.29629131
2 255 255 0 0 0	8.682408883	49.24038765
2 255 255 0 0 0	4.357787137	49.8097349
